Feature ID	Taxon	Confidence
e46823f7f7396811a308067db5060a3d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.9996699153269136
dbeb9acc3f47f296be13113ed1bddb9a	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999999232276978
5bfd7f5a0e47ccc3dda16245be71d696	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	0.992736888340049
c077ac129ab114ca70a368e9c02d5390	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0.8597875057002712
e2695b847c1b1283138b3057d93a354d	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__	0.999999669068044
856664cf057bd53e8be93f260dc6007c	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	0.9999950428547294
5cb20ec93e8b54a86e07c4b2120beecc	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	0.9275099013003553
8708d23c14f781b000c66c36131e2fc0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.9727504067596848
ed47ae05813e9fcc002e99fcbac314d1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999996573353018
410a8d44ae7e06df6c21e8fcc080c1e1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999847962364059
4529355384491422ce6e6b98363e36e3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.9919378633606367
fd0887872e89951a41489518f3c9c75b	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.9999984236043451
35c3efa8f6e743639cc3ee6c84e0dc6f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.9999990746231352
caf3a0e0d11deb23d868e123b35de296	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.9999995248029158
49bfbd623315326b6e71e9836e9f729d	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	0.9999986503497396
